No.,Title,Artist,Year,duration_sec
17,Stay,Zedd and Alessia Cara,2017,210.4
18,Wild Thoughts,DJ Khaled featuring Rihanna and Bryson Tiller,2017,204.664
19,Black Beatles,Rae Sremmurd featuring Gucci Mane,2017,240.926
20,Starboy,The Weeknd featuring Daft Punk,2017,142.942
21,Location,Khalid,2017,219.08
22,Attention,Charlie Puth,2017,208.786
23,There's Nothing Holdin' Me Back,Shawn Mendes,2017,199.44
24,Bodak Yellow,Cardi B,2017,223.712
25,Redbone,Childish Gambino,2017,326.933
26,I Don't Wanna Live Forever,Zayn and Taylor Swift,2017,246.7
27,It Ain't Me,Kygo and Selena Gomez,2017,216.979
28,iSpy,Kyle featuring Lil Yachty,2017,75.602
29,Issues,Julia Michaels,2017,176.32
30,Scars to Your Beautiful,Alessia Cara,2017,230.226
31,1-800-273-8255,Logic featuring Alessia Cara and Khalid,2017,188.417
32,Slow Hands,Niall Horan,2017,188.174
33,Love on the Brain,Rihanna,2017,224
34,I Feel It Coming,The Weeknd featuring Daft Punk,2017,227.096
35,Bounce Back,Big Sean,2017,222.36
36,Strip That Down,Liam Payne featuring Quavo,2017,202.061
37,Fake Love,Drake,2017,210.937
38,Don't Wanna Know,Maroon 5 featuring Kendrick Lamar,2017,587.139
39,Look What You Made Me Do,Taylor Swift,2017,211.853
40,Castle on the Hill,Ed Sheeran,2017,261.153
41,Bad Things,Machine Gun Kelly and Camila Cabello,2017,235.562
42,Paris,The Chainsmokers,2017,221.506
43,Side to Side,Ariana Grande featuring Nicki Minaj,2017,224.773
44,Rockabye,Clean Bandit featuring Sean Paul and Anne-Marie,2017,251.173
45,Feel It Still,Portugal. The Man,2017,163.253
46,Let Me Love You,DJ Snake featuring Justin Bieber,2017,200.093
47,Sorry Not Sorry,Demi Lovato,2017,203.76
48,Bank Account,21 Savage,2017,220.306
49,Can't Stop the Feeling!,Justin Timberlake,2017,237.546
50,Mi Gente,J Balvin and Willy William featuring Beyoncé,2017,209.733
51,Thunder,Imagine Dragons,2017,187.146
52,T-Shirt,Migos,2017,242.407
53,Rake It Up,Yo Gotti featuring Nicki Minaj,2017,237.807
54,Mercy,Shawn Mendes,2017,208.733
55,Tunnel Vision,Kodak Black,2017,268.186
56,Rockstar,Post Malone featuring 21 Savage,2017,160.612
57,In Case You Didn't Know,Brett Young,2017,224.853
58,Heathens,Twenty One Pilots,2017,195.92
59,Now or Never,Halsey,2017,214.801
60,Caroline,Aminé,2017,209.64
61,Rolex,Ayo & Teo,2017,238.586
62,DNA,Kendrick Lamar,2017,185.946
63,Juju on That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,2017,144.244
64,Swang,Rae Sremmurd,2017,208.12
65,Passionfruit,Drake,2017,298.94
66,Loyalty,Kendrick Lamar featuring Rihanna,2017,294.709
67,Praying,Kesha,2017,230.266
68,Goosebumps,Travis Scott,2017,243.836
69,Cold,Maroon 5 featuring Future,2017,144.705
70,Broccoli,DRAM featuring Lil Yachty,2017,225.205
71,Slide,Calvin Harris featuring Frank Ocean and Migos,2017,168.707
72,What Ifs,Kane Brown featuring Lauren Alaina,2017,152
73,Chained to the Rhythm,Katy Perry featuring Skip Marley,2017,225.872
74,Feels,"Calvin Harris featuring Pharrell Williams, Katy Perry and Big Sean",2017,223.413
75,All Time Low,Jon Bellion,2017,217.603
76,Hurricane,Luke Combs,2017,222.533
77,Too Good at Goodbyes,Sam Smith,2017,201
78,Young Dumb & Broke,Khalid,2017,202.546
79,Magnolia,Playboi Carti,2017,181.812
80,Love Galore,SZA featuring Travis Scott,2017,349.933
81,Drowning,A Boogie wit da Hoodie featuring Kodak Black,2017,206.75
82,Starving,Hailee Steinfeld and Grey featuring Zedd,2017,181.933
83,Both,Gucci Mane featuring Drake,2017,247.626
84,What About Us,Pink,2017,269.6
85,Swalla,Jason Derulo featuring Nicki Minaj and Ty Dolla Sign,2017,383.036
86,Slippery,Migos featuring Gucci Mane,2017,207.586
87,Sign of the Times,Harry Styles,2017,340.706
88,Water Under the Bridge,Adele,2017,240.439
89,Malibu,Miley Cyrus,2017,231.906
90,Down,Marian Hill,2017,197.773
91,No Promises,Cheat Codes featuring Demi Lovato,2017,185
92,Treat You Better,Shawn Mendes,2017,187.973
93,I Get the Bag,Gucci Mane featuring Migos,2017,207.586
94,Small Town Boy,Dustin Lynch,2017,205.733
95,Everyday We Lit,YFN Lucci featuring PnB Rock,2017,116.707
96,Havana,Camila Cabello featuring Young Thug,2017,154.213
97,What Lovers Do,Maroon 5 featuring SZA,2017,232.774
98,Do Re Mi,Blackbear,2017,212.027
99,Look at Me!,XXXTentacion,2017,126.345
100,The Fighter,Keith Urban featuring Carrie Underwood,2017,224.426
1,God's Plan,Drake,2018,198.973
2,Perfect,Ed Sheeran,2018,263.4
3,Meant to Be,Bebe Rexha featuring Florida Georgia Line,2018,342.053
4,Havana,Camila Cabello featuring Young Thug,2018,154.213
5,Rockstar,Post Malone featuring 21 Savage,2018,160.612
6,Psycho,Post Malone featuring Ty Dolla Sign,2018,221.44
7,I Like It,"Cardi B, Bad Bunny and J Balvin",2018,255.373
8,The Middle,"Zedd, Maren Morris and Grey",2018,221.04
9,In My Feelings,Drake,2018,217.925
10,Girls Like You,Maroon 5 featuring Cardi B,2018,194.725
11,Nice for What,Drake,2018,210.746
12,Lucid Dreams,Juice Wrld,2018,239.835
13,Better Now,Post Malone,2018,231.266
14,Finesse,Bruno Mars featuring Cardi B,2018,157.75
15,Boo'd Up,Ella Mai,2018,239.341
16,New Rules,Dua Lipa,2018,209.32
17,Sad!,XXXTentacion,2018,166.605
18,Never Be the Same,Camila Cabello,2018,226.973
19,Love Lies,Khalid and Normani,2018,198.341
20,No Tears Left to Cry,Ariana Grande,2018,205.92
21,Mine,Bazzi,2018,131.064
22,Thunder,Imagine Dragons,2018,187.146
23,Look Alive,BlocBoy JB featuring Drake,2018,181.414
24,Delicate,Taylor Swift,2018,232.253
25,Yes Indeed,Lil Baby and Drake,2018,141.925
26,Friends,Marshmello and Anne-Marie,2018,202.62
27,Bad at Love,Halsey,2018,181.279
28,Taste,Tyga featuring Offset,2018,236.6
29,Let You Down,NF,2018,212.12
30,No Limit,G-Eazy featuring ASAP Rocky and Cardi B,2018,243.226
31,Fefe,6ix9ine featuring Nicki Minaj and Murda Beatz,2018,179.404
32,Tequila,Dan + Shay,2018,196.746
33,Feel It Still,Portugal. The Man,2018,163.253
34,MotorSport,"Migos, Nicki Minaj and Cardi B",2018,328.751
35,I Like Me Better,Lauv,2018,197.436
36,Youngblood,5 Seconds of Summer,2018,203.417
37,Whatever It Takes,Imagine Dragons,2018,201.24
38,Ric Flair Drip,Offset and Metro Boomin,2018,173.27
39,I Fall Apart,Post Malone,2018,223.346
40,Pray for Me,The Weeknd and Kendrick Lamar,2018,211.44
41,Back to You,Selena Gomez,2018,207.904
42,Sicko Mode,Travis Scott,2018,312.82
43,Walk It Talk It,Migos featuring Drake,2018,189.165
44,Gucci Gang,Lil Pump,2018,124.055
45,Him & I,G-Eazy and Halsey,2018,262.2
46,In My Blood,Shawn Mendes,2018,211.36
47,All the Stars,Kendrick Lamar and SZA,2018,232.186
48,Stir Fry,Migos,2018,190.288
49,Too Good at Goodbyes,Sam Smith,2018,201
50,Love,Kendrick Lamar featuring Zacari,2018,184.813
51,This Is America,Childish Gambino,2018,225.773
52,Nonstop,Drake,2018,238.614
53,Heaven,Kane Brown,2018,179.506
54,Bodak Yellow,Cardi B,2018,223.712
55,Freaky Friday,Lil Dicky featuring Chris Brown,2018,216.631
56,Gummo,6ix9ine,2018,157.643
57,Plug Walk,Rich the Kid,2018,175.229
58,Wait,Maroon 5,2018,190.642
59,Be Careful,Cardi B,2018,210.787
60,Wolves,Selena Gomez and Marshmello,2018,193.947
61,Bartier Cardi,Cardi B featuring 21 Savage,2018,224.284
62,God Is a Woman,Ariana Grande,2018,197.546
63,Big Bank,"YG featuring 2 Chainz, Nicki Minaj and Big Sean",2018,237.24
64,Sorry Not Sorry,Demi Lovato,2018,203.76
65,How Long,Charlie Puth,2018,200.853
66,Lights Down Low,Max featuring Gnash,2018,199.821
67,Young Dumb & Broke,Khalid,2018,202.546
68,One Kiss,Calvin Harris and Dua Lipa,2018,212.504
69,Natural,Imagine Dragons,2018,189.466
70,You Make It Easy,Jason Aldean,2018,193.226
71,Shape of You,Ed Sheeran,2018,233.712
72,I Get the Bag,Gucci Mane featuring Migos,2018,207.586
73,No Brainer,"DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo",2018,260
74,Plain Jane,ASAP Ferg featuring Nicki Minaj,2018,202.636
75,Sky Walker,Miguel featuring Travis Scott,2018,167.081
76,Marry Me,Thomas Rhett,2018,205.453
77,Eastside,"Benny Blanco, Halsey and Khalid",2018,179.453
78,Call Out My Name,The Weeknd,2018,228.373
79,King's Dead,"Jay Rock, Kendrick Lamar, Future and James Blake",2018,225.266
80,Happier,Marshmello and Bastille,2018,214.923
81,Te Boté,"Nio Garcí­a, Darell and Casper Mí¡gico featuring Bad Bunny, Nicky Jam and Ozuna",2018,417.92
82,Simple,Florida Georgia Line,2018,185.2
83,Lemon,N.E.R.D and Rihanna,2018,224.148
84,1-800-273-8255,Logic featuring Alessia Cara and Khalid,2018,188.417
85,Say Something,Justin Timberlake featuring Chris Stapleton,2018,288.123
86,I'm Upset,Drake,2018,214.466
87,Get Along,Kenny Chesney,2018,199.625
88,Moonlight,XXXTentacion,2018,135.09
89,What Lovers Do,Maroon 5 featuring SZA,2018,232.774
90,X,Nicky Jam and J Balvin,2018,175.986
91,Outside Today,YoungBoy Never Broke Again,2018,129.105
92,Trip,Ella Mai,2018,213.993
93,Dura,Daddy Yankee,2018,200.48
94,Changes,XXXTentacion,2018,121.886
95,Mercy,Brett Young,2018,217.12
96,One Number Away,Luke Combs,2018,221.8
97,Powerglide,Rae Sremmurd featuring Juicy J,2018,179.666
98,IDGAF,Dua Lipa,2018,217.946
99,Mi Gente,J Balvin and Willy William featuring Beyoncé,2018,209.733
100,Believer,Imagine Dragons,2018,204.346
1,Old Town Road,Lil Nas X featuring Billy Ray Cyrus,2019,164.649
2,Sunflower,Post Malone and Swae Lee,2019,210
3,Without Me,Halsey,2019,201.66
4,Bad Guy,Billie Eilish,2019,194.087
5,Wow,Post Malone,2019,149.546
6,Happier,Marshmello and Bastille,2019,214.923
7,7 Rings,Ariana Grande,2019,178.626
8,Talk,Khalid,2019,197.573
9,Sicko Mode,Travis Scott,2019,312.82
10,Sucker,Jonas Brothers,2019,181.026
11,High Hopes,Panic! at the Disco,2019,190.946
12,"Thank U, Next",Ariana Grande,2019,207.32
13,Truth Hurts,Lizzo,2019,173.325
14,Dancing with a Stranger,Sam Smith and Normani,2019,171.029
15,Seí±orita,Shawn Mendes and Camila Cabello,2019,172.93
16,I Don't Care,Ed Sheeran and Justin Bieber,2019,219.946
17,Eastside,"Benny Blanco, Halsey and Khalid",2019,179.453
18,Going Bad,Meek Mill featuring Drake,2019,124.55
19,Shallow,Lady Gaga and Bradley Cooper,2019,215.733
20,Better,Khalid,2019,229.32
21,No Guidance,Chris Brown featuring Drake,2019,279.871
22,Girls Like You,Maroon 5 featuring Cardi B,2019,194.725
23,Sweet but Psycho,Ava Max,2019,187.436
24,Suge,DaBaby,2019,163.32
25,Middle Child,J. Cole,2019,213.593
26,Drip Too Hard,Lil Baby and Gunna,2019,145.542
27,Someone You Loved,Lewis Capaldi,2019,182.16
28,Ransom,Lil Tecca,2019,131.24
29,If I Can't Have You,Shawn Mendes,2019,191.466
30,Goodbyes,Post Malone featuring Young Thug,2019,228.344
31,Zeze,Kodak Black featuring Travis Scott and Offset,2019,559.124
32,Better Now,Post Malone,2019,231.266
33,Youngblood,5 Seconds of Summer,2019,203.417
34,Money in the Grave,Drake featuring Rick Ross,2019,169.565
35,Speechless,Dan + Shay,2019,213.386
36,"Break Up with Your Girlfriend, I'm Bored",Ariana Grande,2019,190.44
37,Please Me,Cardi B and Bruno Mars,2019,200.238
38,Money,Cardi B,2019,183.527
39,You Need to Calm Down,Taylor Swift,2019,171.36
40,Panini,Lil Nas X,2019,114.893
41,Look Back at It,A Boogie wit da Hoodie,2019,179.449
42,A Lot,21 Savage,2019,288.624
43,Me!,Taylor Swift featuring Brendon Urie,2019,264.334
44,Mia,Bad Bunny featuring Drake,2019,179.318
45,Pop Out,Polo G featuring Lil Tjay,2019,165.711
46,Beautiful Crazy,Luke Combs,2019,193.2
47,Thotiana,Blueface,2019,129.264
48,Lucid Dreams,Juice Wrld,2019,239.835
49,Mo Bamba,Sheck Wes,2019,183.906
50,Beautiful People,Ed Sheeran featuring Khalid,2019,150.275
51,Wake Up in the Sky,"Gucci Mane, Bruno Mars and Kodak Black",2019,203.161
52,Whiskey Glasses,Morgan Wallen,2019,234.346
53,God's Country,Blake Shelton,2019,205.106
54,Be Alright,Dean Lewis,2019,196.373
55,Pure Water,Mustard and Migos,2019,195.913
56,The Git Up,Blanco Brown,2019,200.593
57,Taki Taki,"DJ Snake featuring Selena Gomez, Ozuna and Cardi B",2019,212.5
58,Close to Me,Ellie Goulding and Diplo featuring Swae Lee,2019,185.173
59,Envy Me,Calboy,2019,120.133
60,You Say,Lauren Daigle,2019,274.693
61,"Hey Look Ma, I Made It",Panic! at the Disco,2019,169.666
62,Circles,Post Malone,2019,215.28
63,Beer Never Broke My Heart,Luke Combs,2019,186.733
64,The London,"Young Thug, J. Cole and Travis Scott",2019,200.11
65,Con Calma,Daddy Yankee and Katy Perry featuring Snow,2019,181.28
66,Murder on My Mind,YNW Melly,2019,268.434
67,When the Party's Over,Billie Eilish,2019,196.077
68,Act Up,City Girls,2019,158.332
69,I Like It,"Cardi B, Bad Bunny and J Balvin",2019,255.373
70,Trampoline,Shaed,2019,184.06
71,Leave Me Alone,Flipp Dinero,2019,195.637
72,Breathin,Ariana Grande,2019,198.16
73,Bury a Friend,Billie Eilish,2019,193.143
74,Close Friends,Lil Baby,2019,203.881
75,Baby Shark,Pinkfong,2019,80.927
76,My Type,Saweetie,2019,126.446
77,Worth It,YK Osiris,2019,189.253
78,Only Human,Jonas Brothers,2019,183
79,Knockin' Boots,Luke Bryan,2019,200.066
80,Trip,Ella Mai,2019,213.993
81,Rumor,Lee Brice,2019,198.44
82,Swervin,A Boogie wit da Hoodie featuring 6ix9ine,2019,128.156
83,How Do You Sleep?,Sam Smith,2019,202.204
84,Baby,Lil Baby and DaBaby,2019,227.478
85,Look What God Gave Her,Thomas Rhett,2019,168.96
86,Good as You,Kane Brown,2019,192.053
87,Clout,Offset featuring Cardi B,2019,208.386
88,Love Lies,Khalid and Normani,2019,198.341
89,One Thing Right,Marshmello and Kane Brown,2019,201.6
90,Cash Shit,Megan Thee Stallion featuring DaBaby,2019,221.56
91,Tequila,Dan + Shay,2019,196.746
92,Shotta Flow,NLE Choppa,2019,160.013
93,Hot Girl Summer,Megan Thee Stallion featuring Nicki Minaj and Ty Dolla Sign,2019,172.137
94,Talk You Out of It,Florida Georgia Line,2019,202.92
95,Beautiful,Bazzi featuring Camila Cabello,2019,180
96,Eyes on You,Chase Rice,2019,182.493
97,All to Myself,Dan + Shay,2019,169.92
98,Boyfriend,Ariana Grande and Social House,2019,184.975
99,Walk Me Home,Pink,2019,177.39
100,Robbery,Juice Wrld,2019,240.05
1,Blinding Lights,The Weeknd,2020,200.04
2,Circles,Post Malone,2020,215.28
3,The Box,Roddy Ricch,2020,196.652
4,Don't Start Now,Dua Lipa,2020,183.29
5,Rockstar,DaBaby featuring Roddy Ricch,2020,158.4
6,Adore You,Harry Styles,2020,207.133
7,Life Is Good,Future featuring Drake,2020,274.192
8,Memories,Maroon 5,2020,189.486
9,The Bones,Maren Morris,2020,197.293
10,Someone You Loved,Lewis Capaldi,2020,182.16
11,Say So,Doja Cat,2020,237.893
12,I Hope,Gabby Barrett featuring Charlie Puth,2020,153.468
13,Whats Poppin,"Jack Harlow featuring DaBaby, Tory Lanez and Lil Wayne",2020,227.478
14,Dance Monkey,Tones and I,2020,209.438
15,Savage,Megan Thee Stallion featuring Beyoncé,2020,168
16,Roxanne,Arizona Zervas,2020,163.636
17,Intentions,Justin Bieber featuring Quavo,2020,234.244
18,Everything I Wanted,Billie Eilish,2020,245.425
19,Roses (Imanbek Remix),Saint Jhn,2020,176.218
20,Watermelon Sugar,Harry Styles,2020,174
21,Before You Go,Lewis Capaldi,2020,215.106
22,Falling,Trevor Daniel,2020,159.381
23,"10,000 Hours",Dan + Shay and Justin Bieber,2020,167.693
24,WAP,Cardi B featuring Megan Thee Stallion,2020,125.902
25,Ballin',Mustard featuring Roddy Ricch,2020,23.882
26,Hot Girl Bummer,Blackbear,2020,188.343
27,Blueberry Faygo,Lil Mosey,2020,162.546
28,Heartless,The Weeknd,2020,198.266
29,Bop,DaBaby,2020,159.714
30,Lose You to Love Me,Selena Gomez,2020,206.458
31,Good as Hell,Lizzo,2020,159.735
32,Toosie Slide,Drake,2020,247.058
33,Break My Heart,Dua Lipa,2020,221.82
34,Chasin' You,Morgan Wallen,2020,205.453
35,Savage Love (Laxed â€“ Siren Beat),Jawsh 685 and Jason Derulo,2020,169.182
36,No Guidance,Chris Brown featuring Drake,2020,279.871
37,My Oh My,Camila Cabello featuring DaBaby,2020,199.095
38,Dynamite,BTS,2020,199.053
39,Go Crazy,Chris Brown and Young Thug,2020,343.283
40,High Fashion,Roddy Ricch featuring Mustard,2020,220.486
41,Laugh Now Cry Later,Drake featuring Lil Durk,2020,104.411
42,Woah,Lil Baby,2020,183.011
43,Death Bed,Powfu featuring Beabadoobee,2020,258.973
44,Seí±orita,Shawn Mendes and Camila Cabello,2020,172.93
45,Highest in the Room,Travis Scott,2020,175.72
46,Bad Guy,Billie Eilish,2020,194.087
47,Mood,24kGoldn featuring Iann Dior,2020,163.134
48,Rain on Me,Lady Gaga and Ariana Grande,2020,182.2
49,For the Night,Pop Smoke featuring Lil Baby and DaBaby,2020,374.413
50,Ritmo (Bad Boys for Life),Black Eyed Peas and J Balvin,2020,221.714
51,Heart on Ice,Rod Wave,2020,159.669
52,Nobody but You,Blake Shelton and Gwen Stefani,2020,194.866
53,Trampoline,Shaed,2020,184.06
54,Come & Go,Juice Wrld and Marshmello,2020,202.279
55,Truth Hurts,Lizzo,2020,173.325
56,If the World Was Ending,JP Saxe featuring Julia Michaels,2020,2749.933
57,We Paid,Lil Baby and 42 Dugg,2020,181.929
58,Yummy,Justin Bieber,2020,210.426
59,One Man Band,Old Dominion,2020,186.24
60,Got What I Got,Jason Aldean,2020,178.146
61,Sunday Best,Surfaces,2020,158.947
62,Godzilla,Eminem featuring Juice Wrld,2020,150.967
63,Bandit,Juice Wrld and YoungBoy Never Broke Again,2020,193.89
64,Party Girl,StaySolidRocky,2020,147.8
65,Die from a Broken Heart,Maddie & Tae,2020,188.32
66,Popstar,DJ Khaled featuring Drake,2020,184.288
67,All I Want for Christmas Is You,Mariah Carey,2020,241.106
68,One of Them Girls,Lee Brice,2020,188.893
69,Hard to Forget,Sam Hunt,2020,204.76
70,One Margarita,Luke Bryan,2020,193.426
71,Panini,Lil Nas X,2020,114.893
72,Hot,Young Thug featuring Gunna,2020,157.073
73,I Hope You're Happy Now,Carly Pearce and Lee Brice,2020,151.85
74,Emotionally Scarred,Lil Baby,2020,197.529
75,Suicidal,YNW Melly featuring Juice Wrld,2020,144.215
76,The Bigger Picture,Lil Baby,2020,252.728
77,Only Human,Jonas Brothers,2020,183
78,The Woo,Pop Smoke featuring 50 Cent and Roddy Ricch,2020,179.999
79,Sum 2 Prove,Lil Baby,2020,205.76
80,Stuck with U,Ariana Grande and Justin Bieber,2020,230.495
81,Mood Swings,Pop Smoke featuring Lil Tjay,2020,134.129
82,You Should Be Sad,Halsey,2020,205.473
83,Dior,Pop Smoke,2020,216.386
84,Supalonely,Benee featuring Gus Dapperton,2020,223.488
85,Even Though I'm Leaving,Luke Combs,2020,225.253
86,The Scotts,The Scotts (Travis Scott and Kid Cudi),2020,164.447
87,Juicy,Doja Cat and Tyga,2020,194.929
88,Be Like That,"Kane Brown, Swae Lee and Khalid",2020,189.901
89,Homesick,Kane Brown,2020,205.4
90,Rags2Riches,Rod Wave featuring ATR Son Son,2020,116.756
91,Bluebird,Miranda Lambert,2020,209.76
92,Wishing Well,Juice Wrld,2020,194.621
93,Does to Me,Luke Combs featuring Eric Church,2020,200.573
94,Pussy Fairy (OTW),Jhené Aiko,2020,181.86
95,ILY (I Love You Baby),Surf Mesa featuring Emilee,2020,247.573
96,More Than My Hometown,Morgan Wallen,2020,216.573
97,Lovin' on You,Luke Combs,2020,194.866
98,Said Sum,Moneybagg Yo,2020,155.168
99,Slide,H.E.R. featuring YG,2020,456.933
100,Walk Em Down,NLE Choppa featuring Roddy Ricch,2020,154.273
1,Levitating,Dua Lipa,2021,203.807
2,Save Your Tears,The Weeknd and Ariana Grande,2021,184.492
3,Blinding Lights,The Weeknd,2021,200.04
4,Mood,24kGoldn featuring Iann Dior,2021,163.134
5,Good 4 U,Olivia Rodrigo,2021,178.146
6,Kiss Me More,Doja Cat featuring SZA,2021,188.893
7,Leave the Door Open,Silk Sonic (Bruno Mars and Anderson .Paak),2021,242.096
8,Drivers License,Olivia Rodrigo,2021,242.013
9,Montero (Call Me by Your Name),Lil Nas X,2021,137.704
10,Peaches,Justin Bieber featuring Daniel Caesar and Giveon,2021,135.746
11,Butter,BTS,2021,164.441
12,Stay,The Kid Laroi and Justin Bieber,2021,138.764
13,Deja Vu,Olivia Rodrigo,2021,215.506
14,Positions,Ariana Grande,2021,172.324
15,Bad Habits,Ed Sheeran,2021,230.746
16,Heat Waves,Glass Animals,2021,238.805
17,Without You,The Kid Laroi,2021,161.384
18,Forever After All,Luke Combs,2021,232.533
19,Go Crazy,Chris Brown and Young Thug,2021,343.283
20,Astronaut in the Ocean,Masked Wolf,2021,132.78
21,34+35,Ariana Grande featuring Doja Cat and Megan Thee Stallion,2021,173.71
22,What You Know Bout Love,Pop Smoke,2021,160
23,My Ex's Best Friend,Machine Gun Kelly featuring Blackbear,2021,231.373
24,Industry Baby,Lil Nas X and Jack Harlow,2021,218.517
25,Therefore I Am,Billie Eilish,2021,173.539
26,Up,Cardi B,2021,156.944
27,Fancy Like,Walker Hayes,2021,161.853
28,Dakiti,Bad Bunny and Jhay Cortez,2021,204.42
29,Best Friend,Saweetie featuring Doja Cat,2021,205.92
30,Rapstar,Polo G,2021,165.925
31,Heartbreak Anniversary,Giveon,2021,198.37
32,For the Night,Pop Smoke featuring Lil Baby and DaBaby,2021,374.413
33,Calling My Phone,Lil Tjay and 6lack,2021,210.829
34,Beautiful Mistakes,Maroon 5 featuring Megan Thee Stallion,2021,523.625
35,Holy,Justin Bieber featuring Chance the Rapper,2021,176
36,On Me,Lil Baby,2021,135.959
37,You Broke Me First,Tate McRae,2021,170.226
38,Traitor,Olivia Rodrigo,2021,229.226
